ITEM_ID,DESCRIPTION,Group Name,Subclass name,UDA,HC Life Style,HC-Price Range,Unit Retail (Vat Incl),Bal WH Quantity,MD,Sale Price,Range Name,Working type,Remarks,WH_BedSet,WH_Bed,WH_N/S,WH_Dres,WH_Wadrb,Min Set,MY REMARKS
163697169,Carlow Corner Sofa- Grey,Furniture,Fabric Corners,D,URBAN LOFT,ENTRY,"2,999",1,,,Carlow,Sofa,C,0,1,0,0,0,,
165110930,BP-Jumbo Corner Left- Beige,Furniture,Fabric Corners,P,HOMESTEAD,ENTRY,"2,799",20,,,BP-Jumbo,Sofa,C,0,72,0,0,0,,
165110931,BP-Jumbo Corner Right- Beige,Furniture,Fabric Corners,P,HOMESTEAD,ENTRY,"2,799",52,,,BP-Jumbo,Sofa,C,0,72,0,0,0,,
165578822,Orfeo Corner Left Sofa-Beige,Furniture,Fabric Corners,D,URBAN LOFT,MID,"4,199",0,,,Orfeo,Sofa,C,0,1,0,0,0,,
165578825,Orfeo Corner Sofa Right-Beige,Furniture,Fabric Corners,D,URBAN LOFT,MID,"4,199",1,,,Orfeo,Sofa,C,0,1,0,0,0,,
165710859,Colorado Corner Sofa Left - Beige,Furniture,Fabric Corners,C,URBAN LOFT,MID,"4,499",0,,,Colorado,Sofa,C,0,7,47,1,4,4,
165710862,Colorado Corner Sofa Right- Beige,Furniture,Fabric Corners,C,URBAN LOFT,MID,"4,499",7,,,Colorado,Sofa,C,0,7,47,1,4,4,
165764295,Kipper Corner Sofa Left - Beige,Furniture,Fabric Corners,D,URBAN LOFT,MID,"2,999",0,,,Kipper,Sofa,C,0,0,0,0,0,,
165764435,Trent Corner Sofa Right- Beige,Furniture,Fabric Corners,D,URBAN LOFT,MID,"3,999",0,80%,799,Trent,Sofa,C,0,0,0,0,0,,
166008783,Edmund Corner Sofa Right - Beige,Furniture,Fabric Corners,D,URBAN LOFT,MID,"3,999",0,80%,799,Edmund,Sofa,C,0,0,2,0,1,,
166392558,Clifton Sectional Sofa Left - Cream,Furniture,Fabric Corners,D,URBAN LOFT,PREMIUM,"7,199",0,80%,1439,Clifton,Sofa,,0,0,0,0,0,,
166392561,Clifton Sectional Sofa Right - Cream,Furniture,Fabric Corners,D,URBAN LOFT,PREMIUM,"7,199",4,70%,2159,Clifton,Sofa,,0,0,0,0,0,,
166420971,Jullian Corner Sofa Right - Taupe,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"7,499",1,,,Jullian,Sofa,C,0,1,0,0,0,,
166893017,Steve Corner Sofa Left - Grey,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"7,999",19,,,Steve,Sofa,C,0,32,81,136,166,81,
166893018,Steve Corner Sofa Right - Grey,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"7,999",13,,,Steve,Sofa,C,0,32,81,136,166,81,
167000256,Northam corner Sofa Right - Sand,Furniture,Fabric Corners,D,URBAN LOFT,PREMIUM,"8,999",0,80%,1799,Northam,Sofa,C,0,0,0,0,0,,
167041896,Radcliffe Corner Sofa - Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"4,799",18,,,Radcliffe,Sofa,C,0,18,1,1,8,,
167042009,Adair corner Right- Beige,Furniture,Fabric Corners,D,URBAN LOFT,PREMIUM,"4,999",0,80%,999,Adair,Sofa,C,0,0,0,0,0,,
167201750,Nomad Corner Sofa Left- Beige,Furniture,Fabric Corners,C,MODERN LUXE,PREMIUM,"7,999",13,,,Nomad,Sofa,C,0,31,0,0,23,,
167201754,Nomad Corner Sofa Right- Beige,Furniture,Fabric Corners,C,MODERN LUXE,PREMIUM,"7,999",18,,,Nomad,Sofa,C,0,31,0,0,23,,
167201758,Nebulous Corner Left - Beige,Furniture,Fabric Corners,D,URBAN LOFT,PREMIUM,"7,499",0,80%,1499,Nebulous,Sofa,C,0,0,0,0,0,,
167201761,Nebulous Corner Right - Beige,Furniture,Fabric Corners,D,URBAN LOFT,PREMIUM,"7,499",0,80%,1499,Nebulous,Sofa,C,0,0,0,0,0,,
167469659,Logan Corner Sofa with Console- Right Grey,Furniture,Fabric Corners,D,URBAN LOFT,PREMIUM,"8,499",0,80%,1699,Logan,Sofa,C,0,0,0,0,0,,
167626796,Drift Corner sofa Right - Ivory,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"6,499",0,,,Drift,Sofa,C,0,7,0,0,0,,
167626797,Drift Corner sofa Left - Ivory,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"6,499",7,,,Drift,Sofa,C,0,7,0,0,0,,
167942861,Gleston Corner Sofa Left - Grey,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"3,299",1,,,Gleston,Sofa,C,0,1,1,1,0,,
167942862,Gleston Corner Sofa Right - Grey,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"3,299",0,,,Gleston,Sofa,C,0,1,1,1,0,,
168091578,Trace Corner Sofa Left - Grey,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"5,999",23,,,Trace,Sofa,C,0,43,0,0,1,,
168091579,Trace Corner Sofa Right - Grey,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"5,999",20,,,Trace,Sofa,C,0,43,0,0,1,,
168105713,Marcos Corner sofa left-Grey,Furniture,Fabric Corners,C,URBAN LOFT,MID,"4,299",20,,,Marcos,Sofa,C,0,46,0,0,0,,
168105714,Marcos Corner sofa right-Grey,Furniture,Fabric Corners,C,URBAN LOFT,MID,"4,299",26,,,Marcos,Sofa,C,0,46,0,0,0,,
168123998,Skagen Corner Sofa-Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"6,499",1,,,Skagen,Sofa,C,0,1,0,1,2,,
168173642,Hester corner with console Left - Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"7,499",0,,,Hester,Sofa,C,0,0,79,87,111,79,
168173646,Hester corner with console Right - Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"7,499",0,,,Hester,Sofa,C,0,0,79,87,111,79,
168196192,Mercato corner sofa left- Grey,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"3,999",1,,,Mercato,Sofa,C,0,2,0,0,0,,
168196195,Mercato corner sofa right- Grey,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"3,999",1,,,Mercato,Sofa,C,0,2,0,0,0,,
168196246,Augustus corner left - Grey,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"3,999",25,,,Augustus,Sofa,C,0,28,0,0,0,,
168196249,Augustus corner right - Grey,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"3,999",3,,,Augustus,Sofa,C,0,28,0,0,0,,
168256317,Bran corner sofa left - Beige,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"2,399",0,,,Bran,Sofa,C,0,0,0,0,0,,
168256323,Nigel corner sofa - Beige,Furniture,Fabric Corners,C,MODERN LUXE,PREMIUM,"5,999",46,,,Nigel,Sofa,C,0,46,0,0,3,,
168256328,Sage corner sofa left - Grey,Furniture,Fabric Corners,C,URBAN LOFT,MID,"5,499",5,,,Sage,Sofa,C,0,11,0,0,0,,
168256332,Sage corner sofa right - Grey,Furniture,Fabric Corners,C,URBAN LOFT,MID,"5,499",6,,,Sage,Sofa,C,0,11,0,0,0,,
168256820,Taverna corner Sofa Left - Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"6,999",0,,,Taverna,Sofa,C,0,9,0,0,0,,
168256823,Taverna corner sofa right - Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"6,999",9,,,Taverna,Sofa,C,0,9,0,0,0,,
168405022,Roanne Corner sofa left - Beige,Furniture,Fabric Corners,C,URBAN LOFT,MID,"4,999",22,,,Roanne,Sofa,C,0,45,0,0,0,,
168405025,Roanne corner sofa right - Beige,Furniture,Fabric Corners,C,URBAN LOFT,MID,"4,999",23,,,Roanne,Sofa,C,0,45,0,0,0,,
168467667,Merlino corner sofa left - Grey,Furniture,Fabric Corners,C,URBAN LOFT,ENTRY,"2,999",0,,,Merlino,Sofa,C,0,0,0,0,0,,
168711097,Hallie corner sofa left - Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"5,999",21,,,Hallie,Sofa,C,0,44,0,0,0,,
168711100,Hallie corner sofa right - Beige,Furniture,Fabric Corners,C,URBAN LOFT,PREMIUM,"5,999",23,,,Hallie,Sofa,C,0,44,0,0,0,,
168901305,Serrenti corner sofa left - Beige,Furniture,Fabric Corners,N,URBAN LOFT,PREMIUM,"6,999",3,,,Serrenti,Sofa,C,0,3,0,0,0,,
168901306,Serrenti corner sofa right - Beige,Furniture,Fabric Corners,N,URBAN LOFT,PREMIUM,"6,999",0,,,Serrenti,Sofa,C,0,3,0,0,0,,
169119340,BP Velda corner left - Grey,Furniture,Fabric Corners,P,URBAN LOFT,ENTRY,"2,999",61,,,BP Velda,Sofa,C,0,120,0,0,0,,
169119343,BP Velda corner right - Grey,Furniture,Fabric Corners,P,URBAN LOFT,ENTRY,"2,999",59,,,BP Velda,Sofa,C,0,120,0,0,0,,
169195797,Vertex corner sofa left - Grey,Furniture,Fabric Corners,N,URBAN LOFT,MID,"4,799",13,,,Vertex,Sofa,C,0,26,0,0,0,,
169195798,Vertex corner sofa right - Grey,Furniture,Fabric Corners,N,URBAN LOFT,MID,"4,799",13,,,Vertex,Sofa,C,0,26,0,0,0,,
169290205,Kelston Left Corner- Green,Furniture,Fabric Corners,N,URBAN LOFT,PREMIUM,"4,799",5,,,Kelston,Sofa,C,0,13,0,0,0,,
169290206,Kelston Right Corner- Green,Furniture,Fabric Corners,N,URBAN LOFT,PREMIUM,"4,799",8,,,Kelston,Sofa,C,0,13,0,0,0,,
155419724,Cameron 2 Seater Teal Gold,Furniture,Fabric Sofas,D,ROYAL PRESTIGE,MID,"3,399",0,,,Cameron,Sofa,2 S,0,0,0,0,0,,
158231978,Brooke 3 Seater Beige,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"2,450",0,,,Brooke,Sofa,3 S,0,0,0,361,254,254,
158302305,Porter Arm Chair Dark Beige,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"2,499",,,,Porter,Sofa,1 S,0,0,0,0,0,,
158302306,Porter 2 Seater Dark Beige,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"2,999",,,,Porter,Sofa,2 S,0,0,0,0,0,,
158585323,Lamcy 2 Seater Light Brown,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,999",0,,,Lamcy,Sofa,2 S,0,0,0,0,0,,
159570341,Mona 1 Seater-Sand,Furniture,Fabric Sofas,D,HOMESTEAD,ENTRY,899,0,,,Mona,Sofa,1 S,0,0,0,0,0,,
159570343,Mona 3 Seater-Sand,Furniture,Fabric Sofas,D,HOMESTEAD,ENTRY,"1,599",0,80%,319,Mona,Sofa,3 S,0,0,0,0,0,,
159570350,Rozel 3 Seater Grey,Furniture,Fabric Sofas,D,URBAN LOFT,ENTRY,"1,450",,,,Rozel,Sofa,3 S,0,0,0,0,0,,
159689900,York 1 Seater Brown,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"2,299",,,,York,Sofa,1 S,0,0,0,0,0,,
159694849,Indiana 2STR-Blue,Furniture,Fabric Sofas,D,ETHNIC FUSION,MID,"2,450",,,,Indiana,Sofa,2 S,0,0,0,0,0,,
159694850,Indiana 3STR-Blue,Furniture,Fabric Sofas,D,ETHNIC FUSION,MID,"2,950",,,,Indiana,Sofa,3 S,0,0,0,0,0,,
159695059,Brooke 2 Seater Light Brown,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"2,599",0,,,Brooke,Sofa,2 S,0,0,0,361,254,254,
159736495,Lexi 1 Seater Grey,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"1,299",0,,,Lexi,Sofa,1 S,0,0,0,0,0,,
159756598,Ivy 2 Str Grey,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"1,999",0,,,Ivy,Sofa,2 S,0,0,0,0,0,,
159801609,Raymond Arm Chair Beige,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"2,299",0,,,Raymond,Sofa,1 S,0,0,0,0,0,,
159801613,Raymond 3 Seater Beige,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"3,950",0,,,Raymond,Sofa,3 S,0,0,0,0,0,,
160315089,Casablanca 3Str-Gold,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"4,299",0,,,Casablanca,Sofa,3 S,0,0,0,0,0,,
160847538,Auxton 1 Seater Brown/Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,800",,,,Auxton,Sofa,1 S,0,0,0,0,0,,
160847542,Auxton 2 Seater Brown/Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"2,600",,,,Auxton,Sofa,2 S,0,0,0,0,0,,
161151801,Tivoli Armchair Green,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,999",0,80%,399,Tivoli,Sofa,1 S,0,0,0,0,0,,
161301271,Ventura 3 seater-Grey,Furniture,Fabric Sofas,D,URBAN LOFT,ENTRY,"1,699",1,80%,339,Ventura,Sofa,3 S,0,0,0,0,1,,
161635973,Murano 2 Seater Grey,Furniture,Fabric Sofas,C,URBAN LOFT,PREMIUM,"2,599",29,,,Murano,Sofa,2 S,0,77,37,29,33,29,
161636061,Murano 3 Seater Grey,Furniture,Fabric Sofas,C,URBAN LOFT,PREMIUM,"3,199",33,,,Murano,Sofa,3 S,0,77,37,29,33,29,
161636063,Murano 1 Seater Grey,Furniture,Fabric Sofas,C,URBAN LOFT,PREMIUM,"1,499",37,,,Murano,Sofa,1 S,0,77,37,29,33,29,
161639592,Avondalle 1 seater Khaki,Furniture,Fabric Sofas,D,URBAN LOFT,PREMIUM,"2,499",0,80%,499,Avondalle,Sofa,1 S,0,0,0,0,0,,
161695235,Maryland 2 SeaterNew Brown,Furniture,Fabric Sofas,D,URBAN LOFT,ENTRY,"1,349",0,,,Maryland,Sofa,2 S,0,0,0,0,0,,
161888478,Grace 2 seater sofa - Silver,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"2,499",0,80%,499,Grace,Sofa,2 S,0,0,3,-1,1,,
161888479,Grace 3 seater sofa - Silver,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"2,999",0,80%,599,Grace,Sofa,3 S,0,0,3,-1,1,,
161982424,Colorado Armchair - Taupe,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"1,499",0,80%,299,Colorado,Sofa,1 S,0,7,47,1,4,4,
161982426,Colorado 3 Seater - Taupe,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"2,699",4,70%,809,Colorado,Sofa,3 S,0,7,47,1,4,4,
162114880,Fletcher Armchair - Blue,Furniture,Fabric Sofas,C,URBAN LOFT,MID,"1,199",5,,,Fletcher,Sofa,1 S,0,0,5,2,1,,
162114881,Fletcher 2 seater - Blue,Furniture,Fabric Sofas,C,URBAN LOFT,MID,"1,599",2,,,Fletcher,Sofa,2 S,0,0,5,2,1,,
162114882,Fletcher 3 seater - Blue,Furniture,Fabric Sofas,C,URBAN LOFT,MID,"1,999",1,,,Fletcher,Sofa,3 S,0,0,5,2,1,,
162207882,Minotti Armchair Sea Green,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"2,799",1,80%,559,Minotti,Sofa,1 S,0,0,1,0,0,,
162207888,Belfast 3 Seater Burgundy,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"3,799",0,,,Belfast,Sofa,3 S,0,0,0,0,0,,
162207890,Cindy Armchair Beige,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"2,799",2,70%,839,Cindy,Sofa,1 S,0,0,2,0,5,2,
162207891,Cindy 2 Seater Beige,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"3,999",0,80%,799,Cindy,Sofa,2 S,0,0,2,0,5,2,
162207892,Cindy 3 Seater Beige,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"4,699",5,70%,1409,Cindy,Sofa,3 S,0,0,2,0,5,2,
162331737,Steve New 1 Seater Grey,Furniture,Fabric Sofas,C,URBAN LOFT,PREMIUM,"2,299",81,,,Steve,Sofa,1 S,0,32,81,136,166,81,
162331740,Steve New 2 Seater Grey,Furniture,Fabric Sofas,C,URBAN LOFT,PREMIUM,"2,999",136,,,Steve,Sofa,2 S,0,32,81,136,166,81,
162331743,Steve New 3 Seater Grey,Furniture,Fabric Sofas,C,URBAN LOFT,PREMIUM,"3,699",166,,,Steve,Sofa,3 S,0,32,81,136,166,81,
162339593,Rostock 2 Str-Grey,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"2,499",0,,,Rostock,Sofa,2 S,0,0,0,0,0,,
162603857,BP-Colombia Armchair - Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,199",1,,,BP-Colombia,Sofa,1 S,0,0,1,0,0,,
162633291,Botanical Encounter Armchair New Pattern,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"2,199",0,80%,439,Botanical,Sofa,1 S,0,0,0,18,11,11,
162633292,Botanical Encounter Armchair Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,999",0,80%,399,Botanical,Sofa,1 S,0,0,0,18,11,11,
162633293,Botanical Encounter 2 Seater Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"2,999",0,80%,599,Botanical,Sofa,2 S,0,0,0,18,11,11,
162633294,Botanical Encounter 3 Seater Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"3,699",0,80%,739,Botanical,Sofa,3 S,0,0,0,18,11,11,
162646674,Perry Armchair-Olive Green/Off-White,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,999",1,80%,399,Perry,Sofa,1 S,0,0,1,0,0,,
162673918,Franco 2 Seater-Oat Meal,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"1,699",0,,,Franco,Sofa,2 S,0,0,0,0,0,,
162673919,Franco 3 Seater-Oat Meal,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"2,299",0,,,Franco,Sofa,3 S,0,0,0,0,0,,
162673920,Franco Armchair-Oat Meal,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"1,249",0,,,Franco,Sofa,1 S,0,0,0,0,0,,
162673924,Milner 2 Seater-Beige,Furniture,Fabric Sofas,C,MODERN LUXE,ENTRY,"1,799",0,,,Milner,Sofa,2 S,0,0,0,0,-1,,
162673925,Milner 3 Seater-Beige,Furniture,Fabric Sofas,C,MODERN LUXE,ENTRY,"2,199",-1,,,Milner,Sofa,3 S,0,0,0,0,-1,,
162673926,Milner Armchair-Beige,Furniture,Fabric Sofas,C,MODERN LUXE,ENTRY,"1,299",0,,,Milner,Sofa,1 S,0,0,0,0,-1,,
162858883,Brickhill Armchair Light Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,699",0,80%,339,Brickhill,Sofa,1 S,0,0,0,0,0,,
162931510,Scott Armchair Dark Green,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"3,499",0,80%,699,Scott,Sofa,1 S,0,0,0,0,3,,
162931511,Scott 3 Seater Dark Green,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"4,999",0,80%,999,Scott,Sofa,3 S,0,0,0,0,3,,
162958999,Sofia 2 Seater Teal,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"3,799",0,,,Sofia,Sofa,2 S,0,0,0,0,0,,
162959001,Sofia Armchair Teal,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"2,799",0,80%,559,Sofia,Sofa,1 S,0,0,0,0,0,,
162959199,Rocky 2-Seater Grey,Furniture,Fabric Sofas,D,URBAN LOFT,PREMIUM,"3,499",0,,,Rocky,Sofa,2 S,0,0,0,0,1,,
162959200,Rocky 3-Seater Grey,Furniture,Fabric Sofas,D,URBAN LOFT,PREMIUM,"4,299",1,80%,859,Rocky,Sofa,3 S,0,0,0,0,1,,
163047089,Brayoni Accent Chair Oilve Green,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"2,199",0,80%,439,Brayoni,Sofa,1 S,0,0,0,0,0,,
163361867,Seattle 1 seater sofa - Grey,Furniture,Fabric Sofas,C,HOMESTEAD,PREMIUM,"2,199",4,70%,659,Seattle,Sofa,1 S,0,0,4,10,0,,
163361868,Seattle 2 seater sofa - Grey,Furniture,Fabric Sofas,C,HOMESTEAD,PREMIUM,"3,299",10,70%,989,Seattle,Sofa,2 S,0,0,4,10,0,,
163595860,Viola 2 Seater Grey,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"2,499",0,,,Viola,Sofa,2 S,0,0,0,0,0,,
163595865,Arcade 1 Seater Grey,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"2,199",1,80%,439,Arcade,Sofa,1 S,0,0,1,0,0,,
163614945,Eloise Arm Chair Ivory,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"2,499",0,80%,499,Eloise,Sofa,1 S,0,0,0,0,12,,
163614946,Eloise 3 Str Ivory,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"3,899",12,70%,1169,Eloise,Sofa,3 S,0,0,0,0,12,,
163614947,Eloise 4 Str Ivory,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"4,499",0,80%,899,Eloise,Sofa,SS,0,0,0,0,12,,
163639553,Federer Arm Chair Beige,Furniture,Fabric Sofas,C,HOMESTEAD,ENTRY,999,6,,,Federer,Sofa,1 S,0,0,6,0,0,,
163680074,Allen 2 Str Beige,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"4,299",0,70%,1289,Allen,Sofa,2 S,0,0,0,0,0,,
163680075,Allen 3 Str Beige,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"4,999",0,80%,999,Allen,Sofa,3 S,0,0,0,0,0,,
163680088,Sianna Arm Chair White/Grey,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"2,999",0,,,Sianna,Sofa,1 S,0,0,0,0,0,,
163697166,Doria Armchair - Green,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"2,099",0,,,Doria,Sofa,1 S,0,0,0,0,0,,
163702859,Gregory 3 Str-Beige,Furniture,Fabric Sofas,C,URBAN LOFT,PREMIUM,"4,999",0,70%,1499,Gregory,Sofa,3 S,0,0,0,0,0,,
163853564,Neven 2 Str Grey,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"2,799",0,80%,559,Neven,Sofa,2 S,0,0,0,0,0,,
163853567,Neven 3 Str Grey,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"3,499",0,80%,699,Neven,Sofa,3 S,0,0,0,0,0,,
164026304,Norman 3 Str-Pale Green,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"3,599",0,,,Norman,Sofa,3 S,0,0,0,0,0,,
164239304,Midland Arm Chair-Beige,Furniture,Fabric Sofas,D,MODERN LUXE,PREMIUM,"3,499",0,,,Midland,Sofa,1 S,0,0,0,0,0,,
164299767,Marlon Arm Chair-Green,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"1,999",0,80%,399,Marlon,Sofa,1 S,0,0,0,0,0,,
164299769,Marlon 3 Str-Green,Furniture,Fabric Sofas,D,URBAN LOFT,MID,"3,199",0,80%,639,Marlon,Sofa,3 S,0,0,0,0,0,,
164307588,Isabel 2 Seater- Beige,Furniture,Fabric Sofas,D,MODERN LUXE,ENTRY,"1,999",6,70%,599,Isabel,Sofa,2 S,0,0,0,6,9,6,
164307589,Isabel 3 seater- Beige,Furniture,Fabric Sofas,D,MODERN LUXE,ENTRY,"2,499",9,70%,749,Isabel,Sofa,3 S,0,0,0,6,9,6,
164443407,Northbrook 3 Seater Sofa- Blue,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"4,499",0,,,Northbrook,Sofa,3 S,0,0,0,0,0,,
164445019,Glenn 2Str-White,Furniture,Fabric Sofas,D,URBAN LOFT,PREMIUM,"3,499",0,80%,699,Glenn,Sofa,2 S,0,0,0,0,0,,
164480419,Reno New 2 Seater Sofa- Blue,Furniture,Fabric Sofas,D,MODERN LUXE,ENTRY,"1,999",0,,,Reno,Sofa,2 S,0,0,0,0,2,,
164480444,Concord 2 Seater Sofa- Taupe,Furniture,Fabric Sofas,D,MODERN LUXE,MID,"2,199",0,,,Concord,Sofa,2 S,0,0,0,0,0,,
164480457,Nile 3 Seater Sofa- Beige,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"4,299",0,,,Nile,Sofa,3 S,0,0,0,0,0,,
164480461,Theodore 2 Seater Sofa- Mint Green,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"3,499",0,80%,699,Theodore,Sofa,2 S,0,0,0,0,0,,
164746276,BP-Fern 1 seater-Beige,Furniture,Fabric Sofas,P,HOMESTEAD,ENTRY,799,16,,,BP-Fern,Sofa,1 S,0,0,16,30,41,16,
164746277,BP-Fern 2 seater-Beige,Furniture,Fabric Sofas,P,HOMESTEAD,ENTRY,"1,199",30,,,BP-Fern,Sofa,2 S,0,0,16,30,41,16,
164746278,BP-Fern 3 seater-Beige,Furniture,Fabric Sofas,P,HOMESTEAD,ENTRY,"1,499",41,,,BP-Fern,Sofa,3 S,0,0,16,30,41,16,
164777825,Elmar Arm Chair-Beige,Furniture,Fabric Sofas,D,URBAN LOFT,MID,999,0,,,Elmar,Sofa,1 S,0,0,0,0,0,,
164819587,Clarisse Armchair- Grey,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"2,299",0,,,Clarisse,Sofa,1 S,0,0,0,0,0,,
164819589,Clarisse 3 Seater Sofa- Grey,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"4,999",0,,,Clarisse,Sofa,3 S,0,0,0,0,0,,
164819590,Lauren Armchair- Beige,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"1,999",1,70%,599,Lauren,Sofa,1 S,0,0,1,0,0,,
164819591,Lauren 2 Seater Sofa- Beige,Furniture,Fabric Sofas,D,HOMESTEAD,PREMIUM,"3,299",0,80%,659,Lauren,Sofa,2 S,0,0,1,0,0,,
164959198,BP-Lamcy New Armchair- Light Brown,Furniture,Fabric Sofas,P,HOMESTEAD,ENTRY,999,0,,,BP-Lamcy,Sofa,1 S,0,0,0,18,18,18,
164959199,BP-Lamcy New 2 Seater- Light Brown,Furniture,Fabric Sofas,P,HOMESTEAD,ENTRY,"1,699",18,,,BP-Lamcy,Sofa,2 S,0,0,0,18,18,18,
164959200,BP-Lamcy New 3 Seater- Light Brown,Furniture,Fabric Sofas,P,HOMESTEAD,ENTRY,"2,199",18,,,BP-Lamcy,Sofa,3 S,0,0,0,18,18,18,
164989289,Margo 2 Seater sofa- Taupe,Furniture,Fabric Sofas,D,URBAN LOFT,ENTRY,"1,799",0,80%,359,Margo,Sofa,2 S,0,0,0,0,1,,
164989290,Margo 3 Seater sofa- Taupe,Furniture,Fabric Sofas,D,URBAN LOFT,ENTRY,"2,199",1,,,Margo,Sofa,3 S,0,0,0,0,1,,
165049638,Anders Armchair- Beige,Furniture,Fabric Sofas,C,URBAN LOFT,ENTRY,"1,199",153,,,Anders,Sofa,1 S,0,0,153,224,229,153,
165049639,Anders 2-Seater sofa- Beige,Furniture,Fabric Sofas,C,URBAN LOFT,ENTRY,"1,699",224,,,Anders,Sofa,2 S,0,0,153,224,229,153,
165049640,Anders 3-Seater sofa- Beige,Furniture,Fabric Sofas,C,URBAN LOFT,ENTRY,"2,099",229,,,Anders,Sofa,3 S,0,0,153,224,229,153,
165110937,Daphne 2 Seater Sofa- Grey,Furniture,Fabric Sofas,D,HOMESTEAD,MID,"1,799",0,80%,359,Daphne,Sofa,2 S,0,0,0,0,0,,
